section,reference,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
902 Dining Surfaces and Work Surfaces,902.4.1,Clear Floor or Ground Space,"A clear floor space complying with 305 positioned for forward approach shall be provided. Knee and toe clearance complying with 306 shall be provided, except that knee clearance 24 inches (610 mm) minimum above the finish floor or ground shall be permitted.","['Slab', 'Door', 'Ramp', 'Stair', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
902 Dining Surfaces and Work Surfaces,902.4.2,Height,The tops of tables and counters shall be 26 inches (660 mm) minimum and 30 inches (760 mm) maximum above the finish floor or ground.,"['BuildingElementProxy', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.1,General,Benches shall comply with 903.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.2,Clear Floor or Ground Space,Clear floor or ground space complying with 305 shall be provided and shall be positioned at the end of the bench seat and parallel to the short axis of the bench.,"['Slab', 'Covering', 'BuildingElementProxy']","['Assembly (A)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.3,Size,Benches shall have seats that are 42 inches (1065 mm) long minimum and 20 inches (510 mm) deep minimum and 24 inches (610 mm) deep maximum.,['BuildingElementProxy'],"['Assembly (A)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.4,Back Support,The bench shall provide for back support or shall be affixed to a wall. Back support shall be 42 inches (1065 mm) long minimum and shall extend from a point 2 inches (51 mm) maximum above the seat surface to a point 18 inches (455 mm) minimum above the seat surface. Back support shall be 2 1/2 inches (64 mm) maximum from the rear edge of the seat measured horizontally.,"['BuildingElementProxy', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.5,Height,The top of the bench seat surface shall be 17 inches (430 mm) minimum and 19 inches (485 mm) maximum above the finish floor or ground.,"['Slab', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
903 Benches,903.6,Structural Strength,"Allowable stresses shall not be exceeded for materials used when a vertical or horizontal force of 250 pounds (1112 N) is applied at any point on the seat, fastener, mounting device, or supporting structure.","['BuildingElementProxy', 'Member', 'Slab']","['Assembly (A)', 'Institutional (I)', 'Business (B)']","['sd', 'dd', 'cd']",structural_design,structural_engineer
903 Benches,903.7,Wet Locations,"Where installed in wet locations, the surface of the seat shall be slip resistant and shall not accumulate water.","['Slab', 'Covering']","['Assembly (A)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",finishes_materials,architect
904 Check-Out Aisles and Sales and Service Counters,904.1,General,Check-out aisles and sales and service counters shall comply with the applicable requirements of 904.,"['BuildingElementProxy', 'Covering']",['Mercantile (M)'],"['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.2,Approach,All portions of counters required to comply with 904 shall be located adjacent to a walking surface complying with 403.,"['Covering', 'Slab', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.3,Check-Out Aisles,Check-out aisles shall comply with 904.3.,"['Slab', 'Wall', 'BuildingElementProxy']",['Mercantile (M)'],"['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.3.1,Aisle,Aisles shall comply with 403.,"['Slab', 'Ramp', 'Stair', 'StairFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)']","['sd', 'dd', 'cd']",means_of_egress,architect
904 Check-Out Aisles and Sales and Service Counters,904.3.2,Counter,The counter surface height shall be 38 inches (965 mm) maximum above the finish floor or ground. The top of the counter edge protection shall be 2 inches (51 mm) maximum above the top of the counter surface on the aisle side of the check-out counter.,"['BuildingElementProxy', 'Covering']","['Mercantile (M)', 'Business (B)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.3.3,Check Writing Surfaces,"Where provided, check writing surfaces shall comply with 902.3.",['BuildingElementProxy'],"['Business (B)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.4,Sales and Service Counters,Sales counters and service counters shall comply with 904.4.1 or 904.4.2. The accessible portion of the counter top shall extend the same depth as the sales or service counter top.,['BuildingElementProxy'],"['Mercantile (M)', 'Business (B)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.4.1,Parallel Approach,A portion of the counter surface that is 36 inches (915 mm) long minimum and 36 inches (915 mm) high maximum above the finish floor shall be provided. A clear floor or ground space complying with 305 shall be positioned for a parallel approach adjacent to the 36 inch (915 mm) minimum length of counter.,"['Slab', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.4.2,Forward Approach,A portion of the counter surface that is 30 inches (760 mm) long minimum and 36 inches (915 mm) high maximum shall be provided. Knee and toe space complying with 306 shall be provided under the counter. A clear floor or ground space complying with 305 shall be positioned for a forward approach to the counter.,"['Slab', 'Covering']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.5,Food Service Lines,Counters in food service lines shall comply with 904.5.,"['Covering', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Educational (E)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.5.1,Self-Service Shelves and Dispensing Devices,"Self-service shelves and dispensing devices for tableware, dishware, condiments, food and beverages shall comply with 308.","['BuildingElementProxy', 'Covering']","['Assembly (A)', 'Business (B)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.5.2,Tray Slides,The tops of tray slides shall be 28 inches (710 mm) minimum and 34 inches (865 mm) maximum above the finish floor or ground.,"['BuildingElementProxy', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
904 Check-Out Aisles and Sales and Service Counters,904.6,Security Glazing,"Where counters or teller windows have security glazing to separate personnel from the public, a method to facilitate voice communication shall be provided. Telephone handset devices, if provided, shall comply with 704.3.","['Wall', 'Window', 'BuildingElementProxy']","['Business (B)', 'Mercantile (M)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
1001 General,1001.1,Scope,The provisions of Chapter 10 shall apply where required by Chapter 2 or where referenced by a requirement in this document.,"['Wall', 'Door', 'Stair', 'Ramp', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",means_of_egress,architect
1002 Amusement Rides,1002.1,General,Amusement rides shall comply with 1002.,['BuildingElementProxy'],['Assembly (A)'],"['sd', 'dd', 'cd']",special_construction,architect
1002 Amusement Rides,1002.2,Accessible Routes,Accessible routes serving amusement rides shall comply with Chapter 4.,"['Ramp', 'RampFlight', 'Stair', 'Door', 'Slab']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.3,Load and Unload Areas,A turning space complying with 304.2 and 304.3 shall be provided in load and unload areas.,"['Slab', 'Ramp', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4,Wheelchair Spaces in Amusement Rides,Wheelchair spaces in amusement rides shall comply with 1002.4.,"['BuildingElementProxy', 'Ramp', 'Slab', 'Door']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.1,Floor or Ground Surface,The floor or ground surface of wheelchair spaces shall be stable and firm.,"['Slab', 'Floor', 'Pavement']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.2,Slope,The floor or ground surface of wheelchair spaces shall have a slope not steeper than 1:48 when in the load and unload position.,"['Slab', 'Ramp']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.3,Gaps,"Floors of amusement rides with wheelchair spaces and floors of load and unload areas shall be coordinated so that, when amusement rides are at rest in the load and unload position, the vertical difference between the floors shall be within plus or minus 5/8 inches (16 mm) and the horizontal gap shall be 3 inches (75 mm) maximum under normal passenger load conditions.","['Slab', 'Ramp']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.4,Clearances,Clearances for wheelchair spaces shall comply with 1002.4.4.,"['Slab', 'Wall', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.4.1,Width and Length,Wheelchair spaces shall provide a clear width of 30 inches (760 mm) minimum and a clear length of 48 inches (1220 mm) minimum measured to 9 inches (230 mm) minimum above the floor surface.,"['Slab', 'Ramp', 'RampFlight', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.4.2,Side Entry,"Where wheelchair spaces are entered only from the side, amusement rides shall be designed to permit sufficient maneuvering clearance for individuals using a wheelchair or mobility aid to enter and exit the ride.","['BuildingElementProxy', 'Ramp', 'Door']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.4.3,Permitted Protrusions in Wheelchair Spaces,"Objects are permitted to protrude a distance of 6 inches (150 mm) maximum along the front of the wheelchair space, where located 9 inches (230 mm) minimum and 27 inches (685 mm) maximum above the floor or ground surface of the wheelchair space. Objects are permitted to protrude a distance of 25 inches (635 mm) maximum along the front of the wheelchair space, where located more than 27 inches (685 mm) above the floor or ground surface of the wheelchair space.","['Wall', 'Railing', 'Slab', 'Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.5,Ride Entry,Openings providing entry to wheelchair spaces on amusement rides shall be 32 inches (815 mm) minimum clear.,"['Door', 'Opening', 'BuildingElementProxy']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
1002 Amusement Rides,1002.4.6,Approach,One side of the wheelchair space shall adjoin an accessible route when in the load and unload position.,"['Ramp', 'Slab', 'Stair', 'Door', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
